PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
-4470.165977356287,439.01790020587964,243.63088708712888,5154.568378518766,4917.1142100879815,6.482747423429709,23.511881612162522,-193.8480111252782,782.181668111234,81.25906580223685,-292.33763190742985,-132.1147784675852,-414.3575965406493,35.912951046198536,-49.27802103068718,366.54417051015827,455.9946552928629,-149.8250781231719,-80.91679052735103,-430.84069869571596,-191.65417142010168,-91.1859145223529,-399.45478441544117,-46.594830043901894,127.07390436248606,2.015390018010281,-19.29793925857979,-324.2795493418958,-141.22292091364307,151.97420333203817,-230.65156796841376,18.70731741918615,11.98527747145275,-62.77353809002319,-35.841697370202496,-17.918709259995786,-8.771167257896167,49.445022646568844,4.120593164304061,4.606135406586196,-95.30649084800497,-7.598238595313448,34.35838180864781,-133.45846988799772,150.58825415316778,-13.183423546139869,225.65959292844755,-60.264087600102414,-111.84223893626263,11.179005759145163
-5489.947304625027,-3833.953781460979,665.1489452058047,709.2150856494139,1039.053794378675,-16.807118928670324,-137.65437231463108,156.81612411668326,-1103.8267061667932,-177.21624036142185,300.2073330817678,31.758440628388296,-33.40709233636319,254.35621212707653,-370.5350544698398,558.2377016600453,-343.14366477591415,-218.10500133257744,418.01563852952944,71.35273589764311,-155.50580434524468,-6.70114627766749,-161.301032531639,-162.52802768030182,53.53815736432132,-155.83238156182256,-233.04310732226585,-227.7910851261091,-123.38567706887075,-83.78924834271457,86.88488122351234,6.715774802930842,-31.830255346150153,-11.04009644035932,-31.28464060117904,-40.41052039726335,26.13360657554088,-34.623800632801206,-16.54610429879506,-49.85630721588023,35.90508992554724,48.265443823771214,38.50900669052638,-174.61895053534147,-4.071846846388067,33.49339464660799,-3.671275789444042,-6.1305171115222405,-9.019954250556607,9.800423971438233
-1153.1112518165319,-2818.8012161212223,-1747.4313525836087,-9.16146313764672,35.296747054353105,-43.45927399591794,40.991872094078495,-129.30473696659013,-69.04721830029911,583.4671960953119,-368.0917254193117,386.74974843498364,-861.0065120992241,-406.30295100378805,-183.72575738133747,-86.74022112982502,-81.52490975189625,-216.65528799882975,263.19003124536835,-0.07154492751363083,45.38747785213243,186.54881884832196,328.88919490875014,-37.69407114759346,180.51619915285025,67.98736629382897,-128.31935851193865,-121.7553783706798,-125.22945195174786,-5.210719186790576,-16.223726734183668,5.186856745954205,-27.92078458044024,-17.44398251251842,-19.656967888307044,-30.843632652570875,111.18698964215393,-98.42932108483085,-37.379517213003666,-1.404818242555443,33.74460404999414,-96.46345158137468,-19.27895509085941,32.47320108245934,52.962696727357155,56.84288459750115,-8.103428832607696,27.204715823235446,11.973642832270823,-19.580611011713767
-5388.99477728254,-3401.5736545790805,761.4974192842216,719.9817849136983,1113.6668027849817,-22.95512576905845,7.2105749999193085,337.94162456183517,-1147.4278571603918,190.78908296911192,-219.82206412270165,-221.76795089176423,59.77672140789891,122.71114068387753,-450.7835046064242,483.33225030406305,-106.88968718664258,-95.17265099214254,187.38335871002784,321.66534977827314,428.0167263567177,-159.21168296459,-107.79528934644105,114.52412516728293,212.36367118195477,-134.8686663817086,282.75630195501356,50.43668623570272,-58.641504566381116,-70.07714697697311,88.42880536993964,-17.647737247802347,-31.03736321522989,-8.8695212552229,-24.248724379514805,-36.68451965366665,34.53563471001519,23.15749388880337,17.84015646672382,91.48511407535821,-19.463969044226758,65.79362730036767,-35.40523986629922,-73.19546554600538,-47.34543192187799,-68.19975895661648,-23.886085480570163,-4.2980895957305405,-14.61371211915273,16.813988466046517
-4718.441531675098,512.7709378010238,-38.27172831106803,6160.949257394605,4630.48818565557,19.147475186987496,-102.31032100770395,-1521.5500076206781,1411.4982452267725,16.481429126521085,-750.2081198975242,-548.2119679042054,-241.88312960922204,536.3174829538249,435.6956786646322,-179.0289232727556,263.55353183333807,-262.5434458698557,467.4597064180034,345.11035932393725,-89.00248019662965,32.45595045967983,-153.2596049356139,-50.15250910470109,100.27115061810855,43.909350484589986,-44.98536270453871,-289.94282453080575,-46.76679514819519,-7.57966252818931,-526.8345479567581,-4.6574303514745825,135.6901517036569,-65.21046695874787,39.291205091365455,42.517483446741096,9.89802819553523,90.42160839261382,5.343324327312662,-51.496103563782135,-90.44738706481456,25.021054594774654,-4.406094910210595,39.77384100593045,120.83580009484989,-0.3128273381823397,12.531175967294997,62.54970810639471,-28.756858790456015,-1.7732268714757702
-5009.354958168462,988.4597231318656,-62.43762468058846,5215.683411228282,5243.926002992618,10.801857321869372,107.4077580902206,255.0805052100028,1162.539847915484,228.42870778860186,-327.59622677612873,-113.90520086266805,93.79546630373883,-125.55362340269839,-438.50391232157557,166.86900802783674,160.2501664943047,7.724763521350605,25.256603574887123,-277.4083223499169,-231.25508706750222,279.23199537540836,12.180144911385202,12.779720979589941,-81.95075343459118,-5.62933478962792,-126.5700616480775,-266.78926040595996,-45.20200953502056,124.63213298083679,-286.0105407260657,6.2912222032424125,9.444473785930446,-67.70522053482584,12.82170996104452,-19.296954436881055,17.78102773143373,11.673307973474188,-3.6519211135237266,-4.429833580832846,-64.25752549016322,28.690833840130296,17.426320760794194,-51.948433544570555,114.9486432295129,-45.27465408120422,115.50250013792125,-50.88280754923192,-72.6737425506191,14.013885558737808
-3433.232005698322,-3529.4420795205433,-2386.5832716695095,55.21705604111775,-596.2876805588135,-12.34528851190449,-77.87906160456568,-47.57113044427437,-344.5791254481359,-160.41587408451954,-201.63527643192572,-371.9625509029364,-306.841012208846,498.0359149134036,-409.10820025545877,147.8509856661315,-170.80011012241388,-187.76848604348382,304.06442074650926,505.857592405375,78.56994714928139,-52.113171671780655,-151.63460446525679,-391.79920997157626,68.52993934670269,-234.54071219605174,581.3345829809895,250.94232894948522,172.91263183477884,67.5814775049417,-140.35949510646023,12.391216205802564,-36.03152273897925,1.4323200434428884,48.54229915645261,-14.190809303526,31.933066992570726,67.4835643148123,28.308793857776138,-18.01414855296969,110.34699928310148,80.9799914191161,-14.205822743847621,-62.28662368961518,59.503849006529045,13.76687429439564,8.406051698424411,-0.21838607323651793,18.960804543103986,1.678302300556187
-3482.3227157627084,-2952.072909758764,571.2275598932928,551.6104361862208,345.3327162475647,-46.8532681897561,-31.26476137565674,13.969077848074186,-556.3093350738204,311.79558580003965,-51.54030233508367,128.86903107505088,214.44097496396125,347.6389358841412,113.76312351026212,698.2570273963216,456.06069026934597,-460.723832436839,106.49162702834323,229.5882708437542,-35.04120581087245,121.62873895167601,-63.90160299151229,105.42796521132398,273.52432176313334,-39.61168365595499,-313.23357320781645,194.16665277721287,319.80030477455375,-83.76635789428735,779.758981257615,-10.021950401296563,31.523876841624258,6.1509359118650435,30.611108527759267,-49.33810582303557,1.53170929684829,60.85369728599225,29.510768090637598,-53.53781126446014,105.92879986263519,0.7224913352191952,14.75720411783407,-40.617780776129585,58.40709333400293,-11.888821577594992,13.982617344553084,-13.532978594715262,-70.88884085540826,20.6754213691625
761.9253412510701,-326.84131016803906,-1191.5039847229411,-183.0631022196538,299.79920020351716,-40.52926116542439,26.018278292459126,195.07994844771807,-145.46191544814297,-64.37149023357193,-363.11261233759717,-384.28181897626007,312.25236807209717,-362.3499991758729,-407.75327665464766,-82.82490350780397,209.82694551576915,-94.96780920572358,-139.09100255830788,38.1478054765064,-201.1803592576613,-197.44714301443818,2.474772948690504,-60.84246327224772,175.36913204910624,-304.57866324837323,-75.66083029187872,38.33500094166455,205.32613223393201,-5.856080221998023,41.46897215587777,-8.930003115706898,1.7051213219676897,-23.576540926163144,6.059224152851481,-29.51563858642425,51.091436473375545,-64.90682600594138,3.275682128868101,77.7297239670197,89.99243058866065,81.9093150609502,-32.61941002821075,-24.963095478938644,19.785206637897453,56.640345892409734,-24.417311072334897,-13.376298351675759,-16.52296569341608,5.369946968744608
-3473.4983459658706,-626.0320423031761,-1213.0593209710592,-134.84660264187247,86.77695664715426,-45.55919897159538,23.037965327663244,-121.76698780961009,43.85544857531147,429.7607814280034,-295.84786276623885,122.45146391622055,-11.51024880851855,-28.025039793022206,-215.44504289101627,20.561563207489012,-187.1655440970842,-160.39837307500306,-206.0211200094376,-256.0716403287096,-168.75470809947208,430.8587167877121,173.5197494962454,-273.43279365743,76.02283923710281,391.43970554206214,177.9514060911774,349.20552395695904,-86.09541535263793,40.27833027816832,-2.9897604026036415,46.3233792318083,19.447663646677114,-7.328677680715829,20.831283563823114,-52.109550367067406,26.966886467268868,35.947851743611245,-8.235183226627415,-43.77342393899373,-26.017426745158183,-70.75026398986222,-21.640154929407807,-32.77954263533274,84.06969374296129,-11.607439448509842,16.3521076980078,50.42333450430857,117.43822325882509,-34.136740279132184
3000.4229075892163,-1248.1962233036816,-3753.2593528702523,-1771.9492650807072,258.68858867175203,-69.70630193451579,-63.2668055189185,-134.4104858549062,133.17232688328028,-389.8616480555261,-111.16625668055164,-739.1297116493905,615.6199444733128,-467.7920671539832,-180.5680279860737,-91.87133558691406,60.18835341543549,103.46353926039399,-255.59251437605144,-210.5395883051559,124.92144474422192,83.9107087195538,-348.0493604043713,-230.49078753041528,-176.34696656525793,-170.33380408236619,138.82386603527806,-44.99403108356551,231.2727245344648,-40.30443749263085,-106.97526517477581,19.02078393337052,-18.28275393117965,-28.492189269429822,1.5148710960592813,-50.77735683844593,90.90293108926035,-33.944642319732885,-1.131582747686551,-6.177399807143386,68.51879791479138,39.19298160401849,-43.68935845601144,-44.45777767779266,4.22055907228149,9.927973823426887,-9.908035886522287,-24.353060887091043,-5.126640277151959,10.501105400663251
-4299.81377819278,513.0453641382101,-288.6745027629783,-10.83892474598171,141.39119750505347,-40.246424896549826,-26.752411327567486,-222.66080415965035,-84.24367463000134,-93.56596690195543,-400.5619009479862,-542.7049274996126,292.76378104396787,246.78078267389571,-321.0681323558913,-645.6927313183992,132.17794761592396,-396.4887067228041,-80.78694733944353,44.439511654052644,257.0779295166471,-122.38680505866948,0.3153031004662898,-232.64679178805105,-37.61328541456268,54.604143167632365,-221.15121113511,101.5326223685498,-180.94306472788875,-104.90826251236065,0.5391860471055689,-3.308409298031433,4.071782264024698,-25.67867347351549,-44.70938251600895,-57.25298537157621,28.672871991266224,-52.66138384287316,-2.5586559357328342,28.534961212461905,46.282783392441914,-28.061849282647398,19.97509890701539,47.325734636585345,2.7755629528516224,40.28713217915833,-36.76968615821266,-0.6918048952296827,-27.118152799786774,-2.581826536871902
-4188.910891693912,-1614.241708064982,74.7008634507596,130.18479135883797,-267.34849719201355,-29.531642370965102,-12.836858626512399,-190.1583499726902,37.37047267121642,-357.54636677052724,-505.53170267548427,-534.4846978156475,-683.1316592783522,678.3071476332315,53.69435224474747,48.15360529105973,-573.0663858406472,-176.61374898811152,-38.219304772739015,-260.8181364484104,48.51032758173916,-187.0532742285178,64.04547099468391,-94.31822157897213,271.305669589479,138.31544144381724,-58.71474801394209,-266.514640023153,-86.39809393497895,-49.29202037777335,133.35672520904097,20.782289250457556,0.8045776100103917,10.36971508124385,-1.6037607242236867,18.944642247488154,45.592663718098926,-66.90443335609027,-4.011808352650431,69.89238399110556,87.30305937334573,12.114452290460239,-35.500664608978504,-35.19272067653319,-0.924634535140319,47.85437190337492,1.93644188559636,-0.5629553599569013,-21.049070120707114,0.0824941813587956
-4158.58338252616,899.5078896194885,-204.50266460876782,5188.584323333622,5173.23911713523,3.3789468004083045,110.34817539508657,347.11068365714203,1168.9201359737847,-252.88303515093156,-403.2300650712379,-392.19948890223446,-320.8648047398328,-304.5538360967934,472.7658769594757,63.08896790675362,557.9169460882655,-279.96264698930605,-98.37277566584551,-77.95859448774945,-61.67247344109422,235.13651402671726,-138.84540222416254,264.531068287567,-13.731178521287392,-293.26834218678323,-357.75574506404763,140.78223791662768,-199.57416849923808,200.18247248777035,-245.69592265775412,-30.403365586128487,14.46033124752813,-38.770221459105464,90.60736919489518,65.28527558624353,56.30785513099525,-71.39509817068829,-12.148755205499173,-97.30216717178021,-4.143539699789993,-61.16542114142731,19.365956857834576,-11.475634360944653,124.9380898717936,-1.5602255122184812,145.6056056398779,-16.88761996003311,-37.465266134045685,1.2197649914602784
-4350.76521358509,442.88630942158414,277.1460575463594,5081.670631470225,4764.172490485605,27.247351768735562,31.156375936561492,-2.711504019238191,1194.7217284393075,110.50339110384121,-216.01846505489715,-102.50302983897822,-175.93826957329682,-463.39954724979646,70.31147725188929,-66.7050383482493,-251.98506609744527,-263.0192857564378,469.4665666164371,266.160583476259,-56.425086006971874,122.26385271473178,44.959360001961436,-143.07709529299618,-71.40293498714853,-17.456249669971452,333.82094295890226,-66.67631772229069,-62.7895624335942,232.12463846182092,-295.885396739856,6.708132800892253,0.6713884913773928,-43.03213762549509,59.38663625776306,27.76393868148873,92.09769405108594,69.64151802253151,5.57228481957488,14.072532990892679,61.327434247694214,26.675270933819885,69.50492819083428,-123.68166136484642,174.1559128290781,-133.42792598041046,221.36285788550688,-101.07114831364798,-108.04104632333944,22.422729328956382
-4015.762809776148,658.4272731389577,441.9555729745059,5304.654992137949,5192.042578096472,25.252866054139883,-25.840762670636707,-13.239685280032184,857.2637788434413,-458.6898021661904,13.22458393528358,-269.2948458965248,-112.41828469859587,-245.9328662927724,-357.61987823437335,-213.33012830940072,155.35099189891662,278.16741588165314,-494.8632812555695,66.1110746496185,208.17702491634975,84.5194749653028,-282.15266376058713,-63.484714970588,-318.5183733742672,81.45044233257667,79.09756202769422,-235.12948512020407,-113.93490373624607,110.07146726967797,-247.97380394286637,-10.509308688127538,-10.759771576563677,-53.21685768398481,36.602790630019896,-2.6835501961777406,-41.26758941669213,-46.26463385226757,-6.3903296988619145,-55.9215876169735,21.176061719076007,-8.63460320981715,-7.724356999587815,26.08584818668471,121.17479627634553,-83.54771745835106,65.4136210094371,-45.91536969306322,-55.97080435027415,6.191423907925756
-3395.16983842493,-1025.9022811213379,-1759.6458507646178,-890.7068304136188,162.7681887420268,-46.077067094080796,-32.41814344474172,106.5222003139892,293.2626110676565,-27.645205975518447,-8.862629940850987,-65.54725340203814,567.0950792309148,166.0828835052154,78.31698449562079,56.816439578970844,-563.8464867766832,-505.6122388588654,-138.3529743623943,-307.40705364856103,-131.9966208843942,-102.65276973067833,-225.66979372970877,-73.67629790994856,86.01635685505337,79.04594171472462,-204.70164130531893,-101.69073754228708,53.724558159869716,-63.20951922196743,0.46834576208462414,31.65134658702283,-3.870633343632523,-10.192496377073208,20.82772419227431,-27.027377503971596,-97.83532129893086,45.28991491061081,14.229504917640963,-30.977048530222724,62.162116088393155,-36.36075228837147,-35.27686440386965,39.89842940515263,9.508724035380137,-0.16701258983083755,-12.55024908251659,-9.15798668080285,-4.0347614154959315,4.327928549691473
-4362.829451877085,-1726.4356487987586,-133.87760753100875,-690.043183456338,-7.559215421397293,-76.58960165906382,-32.828970309768835,-334.97368142377115,545.903153072341,283.84390499614454,-28.498882259462697,296.38571410738376,-220.20034263487358,-351.61940640473676,-200.96232803651742,-105.93387126212447,-26.34218201799355,-90.25960951345719,263.5521200138485,127.8951319065366,-124.31141492424608,386.8978449145119,315.4579983153378,94.37344821883985,-106.501141586405,-307.2803641594804,-490.92921889397445,247.7150864587858,64.87228771619107,85.75626629301946,99.38402063827634,-27.130019172324484,2.2214878849758812,-8.289941091390716,130.6838100851529,65.794969954698,110.62709603648779,29.526879950465382,3.5820735872632814,-29.809756815615135,45.03967171823563,30.938540128179923,6.265920481737828,138.95131906850608,3.9850496348454056,-20.44921529490594,-28.07387251804825,-27.957912275582306,-62.700485415183316,43.660478887979174
-5273.57071879839,-3774.279123279845,599.6286725676965,-11.62652783009515,80.06804130564343,-38.30656763179966,0.42964085444047073,59.08090290033253,450.77513974959686,-38.689174667025796,-254.25012852569915,-271.2283141947067,38.82619982085722,713.3980412155653,-381.4747887718898,278.8060750665199,-79.03117488406828,-24.719748126134863,493.8614823224687,-39.358063302709276,-12.459223346348901,-495.3234042322418,99.16747072593398,-344.49050043573794,99.41432584242787,-87.80164916776523,-116.6377659556471,-200.50861618417773,-98.57774664078498,-122.18731552050819,363.1166304429945,15.722914441323992,-12.077729708294044,-16.59513008671546,25.160770866645755,0.1181676636401573,-62.147042542052496,-46.02253694394173,1.4905389820090682,-64.85628287963485,32.43347668634718,4.003754315715372,27.38853177081489,-17.961093244678146,38.69855264944642,-2.250073021889899,-41.10618810806471,19.587500445145995,-3.5286690014715405,-0.8021189245986593
-3717.6335834239144,-3500.866524234367,-760.1438663469138,-102.79781888959802,-508.2077447732117,-48.35981313433698,20.22644386401162,-43.10709779315802,544.5968216830913,205.95096126633925,-247.22051847191509,64.9572080326332,-276.9917825827457,24.456555340957447,-288.58942299980066,446.8861893915481,-274.9165837762952,-305.3573800495929,-144.1575562804916,-88.27996812834472,-50.28269442363088,-257.984973163204,-105.57366802960775,-225.19691265093607,50.274351651806235,188.52302583715,-265.5697437084936,39.176136138632536,-82.63130997961026,-21.39741165710519,-72.716667512237,29.03243179945027,-26.629745957422685,3.0703960496668348,54.51936155931986,22.772619561379706,7.403594356576598,40.82939424189951,2.8752904078309043,-31.388229280968556,-30.01578081873195,-12.195116761129936,-18.931645189514835,-11.5427038178491,-14.877015641039048,-21.717270708661296,-2.627161781034891,3.2476611078874584,6.139657417583716,17.839866659169417
-5046.4788510810895,-3907.1583640203526,-1004.1614658234187,53.67318927691813,-446.713106816938,-46.87250637450034,26.406979874550455,-55.80297988718257,255.2202271208086,562.3840239468636,-225.6086604334461,366.44600273448856,-603.7310434799302,135.46197573378885,419.14846224098505,-269.88330766136124,348.5766382553793,-305.5232267364072,201.98127959912654,116.37794503349456,-71.49919904695092,-50.9546467493193,-24.081093339344093,-205.27584507218592,-14.26504069100728,109.00285011102719,-53.55325351720224,-125.88123149318967,-52.1506421336079,-26.254099968051722,99.45592414880346,1.1260576287567154,-34.39761948656875,-13.890770240740645,-8.33415900418687,-30.54552085545544,-29.582519085326368,43.58137704175027,3.485079894991681,-96.06045481381828,34.10318044021483,-79.41364177831669,49.004154724827266,0.4596045649458769,-46.61919995898538,47.88063092259583,57.53269110286942,-34.29448665723791,27.233081232839876,1.9012048847756078
